,n_features,seed,type,time,time_norm
393,23,7,linear_cubic,1.02347230000305,0.0010234723000030498
394,96,1,quadratic,0.06345228500003941,6.345228500003941e-05
395,96,1,linear_quadratic,1.1405617749999237,0.0011405617749999238
396,141,1,quadratic,0.05818366998573765,5.8183669985737654e-05
397,141,1,linear_quadratic,1.8758877819636837,0.0018758877819636836
398,40,4,cubic,0.0952453339996282,9.524533399962821e-05
399,40,4,linear_cubic,3.4206779499945696,0.0034206779499945696
400,104,1,quadratic,0.10289420100161806,0.00010289420100161805
401,104,1,linear_quadratic,1.243866843986325,0.001243866843986325
402,131,8,quadratic,0.10639483799604932,0.00010639483799604931
403,131,8,linear_quadratic,1.6436005080031464,0.0016436005080031463
404,99,5,cubic,0.04494474300008733,4.494474300008733e-05
405,99,5,linear_cubic,21.801718187000006,0.021801718187000007
406,129,8,cubic,0.10363567702006549,0.00010363567702006549
407,129,8,linear_cubic,139.3420525859692,0.1393420525859692
408,69,3,quadratic,0.14212821899855044,0.00014212821899855043
409,69,3,linear_quadratic,0.6692925859970273,0.0006692925859970273
410,89,6,quadratic,0.12788486405042931,0.0001278848640504293
411,89,6,linear_quadratic,1.0206514640012756,0.0010206514640012756
412,79,0,cubic,0.0903021800040733,9.030218000407331e-05
413,79,0,linear_cubic,39.167921340005705,0.039167921340005706
414,8,9,cubic,0.10686425899621099,0.00010686425899621099
415,8,9,linear_cubic,0.012642640038393438,1.2642640038393438e-05
416,52,5,quadratic,0.13259170099991024,0.00013259170099991024
417,52,5,linear_quadratic,1.0106651249998322,0.001010665124999832
418,17,5,quadratic,0.04809603898320347,4.8096038983203474e-05
419,17,5,linear_quadratic,0.009650444029830396,9.650444029830397e-06
420,127,7,cubic,0.07824817899381742,7.824817899381742e-05
421,127,7,linear_cubic,124.46644200000446,0.12446644200000447
422,31,6,quadratic,0.07741882000118494,7.741882000118494e-05
423,31,6,linear_quadratic,0.07776293199276552,7.776293199276552e-05
424,101,4,cubic,0.11272948095574975,0.00011272948095574975
425,101,4,linear_cubic,77.64439987699734,0.07764439987699734
426,84,0,cubic,0.09045917299226858,9.045917299226858e-05
427,84,0,linear_cubic,45.90841854197788,0.04590841854197788
428,74,6,quadratic,0.09968990203924477,9.968990203924477e-05
429,74,6,linear_quadratic,0.8865017459611408,0.0008865017459611409
430,8,2,quadratic,0.07942062499932945,7.942062499932945e-05
431,8,2,linear_quadratic,0.0024185340153053403,2.41853401530534e-06
432,144,4,cubic,0.07249173702439293,7.249173702439293e-05
433,144,4,linear_cubic,198.1161453629611,0.1981161453629611
434,6,6,cubic,0.07890613601193763,7.890613601193763e-05
435,6,6,linear_cubic,0.005473129014717415,5.473129014717415e-06
436,94,3,quadratic,0.05343054900004063,5.343054900004063e-05
437,94,3,linear_quadratic,1.0527053060068283,0.0010527053060068283
438,21,5,cubic,0.07280499301850796,7.280499301850796e-05
439,21,5,linear_cubic,0.2960712100029923,0.0002960712100029923
440,115,9,quadratic,0.07746001397026703,7.746001397026702e-05
441,115,9,linear_quadratic,2.721776117978152,0.002721776117978152
442,64,5,cubic,0.15417314998921938,0.00015417314998921938
443,64,5,linear_cubic,11.309423508995678,0.011309423508995678
444,120,0,quadratic,0.052002418000483885,5.2002418000483884e-05
445,120,0,linear_quadratic,1.6134438820008654,0.0016134438820008654
446,106,3,quadratic,0.07191645100829192,7.191645100829192e-05
447,106,3,linear_quadratic,1.9533640979789197,0.0019533640979789197
